#separator:tab
#html:true
#deck:JP Grammar N3 Quality MCQ Nanami
CardID	Level	GrammarPoint	GrammarAudio	MeaningCN	ExplanationCN	Connection	OptionA	OptionAAudio	OptionB	OptionBAudio	OptionC	OptionCAudio	OptionD	OptionDAudio	CorrectOption	CorrectExample	CorrectExampleCN	Rationale	Source	Tags
JP-GRAMMAR-QUALITY-MCQ-146	N3	～ がする	[sound:jp-grammar-quality-mcq-146_grammar.mp3]	有...的感觉/声音/气味	表示感官感受到某种声音、气味、味道或感觉。	名詞 + がする	隣の部屋から変な音にする。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-146_option_A.mp3""></audio>"	隣の部屋から変な音がある。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-146_option_B.mp3""></audio>"	隣の部屋から変な音をする。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-146_option_C.mp3""></audio>"	隣の部屋から変な音がする。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-146_option_D.mp3""></audio>"	D	隣の部屋から変な音がする。	厨房传来好闻的味道。	A. 错误：「にする」表示决定或使成为。<br>B. 错误：这里自然说「音がする」。<br>C. 错误：「音がする」固定用「が」。<br>D. 正确：「がする」表示感觉到声音、气味或味道等。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-11.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-147	N3	～ がたい	[sound:jp-grammar-quality-mcq-147_grammar.mp3]	难以...	表示从心理或事实角度很难做到。	人を表す名詞 + がた	その話は信じがたいでする。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-147_option_A.mp3""></audio>"	その話は信じにくいがたい。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-147_option_B.mp3""></audio>"	その話は信じがたい。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-147_option_C.mp3""></audio>"	その話は信じるがたい。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-147_option_D.mp3""></audio>"	C	その話は信じがたい。	向各位老师商量。	A. 错误：句尾结构错误。<br>B. 错误：「にくい」和「がたい」不能叠用。<br>C. 正确：「がたい」表示心理上难以做到。<br>D. 错误：「がたい」前接ます形词干。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-11.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-148	N3	～ がちだ/がちで/がちの/がちな	[sound:jp-grammar-quality-mcq-148_grammar.mp3]	容易...；常常...	表示容易出现某种倾向，多用于不好的情况。	名詞 + が / 普通形 + が	彼は約束を忘れにくいがちだ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-148_option_A.mp3""></audio>"	彼は約束を忘れるがちだ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-148_option_B.mp3""></audio>"	彼は約束を忘れがちをする。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-148_option_C.mp3""></audio>"	彼は約束を忘れがちだ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-148_option_D.mp3""></audio>"	D	彼は約束を忘れがちだ。	价格高，但是质量好。	A. 错误：「にくい」和「がち」语义冲突。<br>B. 错误：「がち」前接ます形词干。<br>C. 错误：「がち」后不能这样接「をする」。<br>D. 正确：「がち」表示容易出现某种倾向。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-11.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-149	N3	～ かどうか/か	[sound:jp-grammar-quality-mcq-149_grammar.mp3]	是否...	表示不确定，需要确认是还是不是。	普通形 + か	彼が来る（か）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-149_option_A.mp3""></audio>"	彼が来た（か）、うれしいです。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-149_option_B.mp3""></audio>"	彼が来る（か）分かりません。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-149_option_C.mp3""></audio>"	彼が来る（か）行きます。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-149_option_D.mp3""></audio>"	C	彼が来る（か）分かりません。	不知道他是否会来。	A. 错误：句尾结构不完整，不能这样收句。<br>B. 错误：这里是原因或事实感想，不是疑问内容。<br>C. 正确：か 在从句中表示疑问或不确定。<br>D. 错误：后项不是认知动词，疑问从句连接不自然。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-11.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-150	N3	～ か何か	[sound:jp-grammar-quality-mcq-150_grammar.mp3]	...之类的	表示不确定地举出一个例子。	普通形 + か	お茶か何かを飲みましたか何か。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-150_option_A.mp3""></audio>"	お茶か何かです飲みませんか。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-150_option_B.mp3""></audio>"	お茶を何か飲みませんか。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-150_option_C.mp3""></audio>"	お茶か何か飲みませんか。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-150_option_D.mp3""></audio>"	D	お茶か何か飲みませんか。	不知道他是否会来。	A. 错误：「か何か」不能这样重复放在句尾。<br>B. 错误：接续不自然。<br>C. 错误：这里要用「名詞+か何か」。<br>D. 正确：「か何か」表示举出一个不确定的例子。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-11.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-151	N3	～ かもしれない	[sound:jp-grammar-quality-mcq-151_grammar.mp3]	也许；可能	表示可能性不高但不能排除。	普通形 + か	明日は雨が降るはずがない。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-151_option_A.mp3""></audio>"	明日は雨が降るかもしれない。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-151_option_B.mp3""></audio>"	明日は雨が降るかもしれないでする。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-151_option_C.mp3""></audio>"	明日は雨が降るに違いない。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-151_option_D.mp3""></audio>"	B	明日は雨が降るかもしれない。	不知道他是否会来。	A. 错误：「はずがない」表示不可能，语义相反。<br>B. 正确：「かもしれない」表示可能性。<br>C. 错误：句尾结构错误。<br>D. 错误：「に違いない」表示很有把握，语气太强。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-11.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-152	N3	～ から	[sound:jp-grammar-quality-mcq-152_grammar.mp3]	因为；从	可表示原因，也可表示时间或空间起点。	普通形 + か	東京（から）来ました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-152_option_A.mp3""></audio>"	東京（まで）来ました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-152_option_B.mp3""></audio>"	東京（を）来ました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-152_option_C.mp3""></audio>"	東京（で）来ました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-152_option_D.mp3""></audio>"	A	東京（から）来ました。	不知道他是否会来。	A. 正确：「から」表示出发点或起点。<br>B. 错误：「まで」表示终点。<br>C. 错误：「を」不能标记来处。<br>D. 错误：「で」表示场所或手段。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-11.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-153	N3	～ から言うと/から言えば/から言って	[sound:jp-grammar-quality-mcq-153_grammar.mp3]	是否；或者；疑问	表示疑问、不确定或选择。	普通形 + か	彼が来る（か）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-153_option_A.mp3""></audio>"	彼が来た（か）、うれしいです。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-153_option_B.mp3""></audio>"	彼が来る（か）行きます。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-153_option_C.mp3""></audio>"	彼が来る（か）分かりません。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-153_option_D.mp3""></audio>"	D	彼が来る（か）分かりません。	不知道他是否会来。	A. 错误：句尾结构不完整，不能这样收句。<br>B. 错误：这里是原因或事实感想，不是疑问内容。<br>C. 错误：后项不是认知动词，疑问从句连接不自然。<br>D. 正确：か 在从句中表示疑问或不确定。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-11.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-154	N3	～ からして	[sound:jp-grammar-quality-mcq-154_grammar.mp3]	单从...来看	举出一个代表性例子，暗示其他方面也同样如此。	普通形 + か	名前からして、駅へ行った。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-154_option_A.mp3""></audio>"	名前にして、外国人だと分かる。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-154_option_B.mp3""></audio>"	外国人だと分かるからして、名前。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-154_option_C.mp3""></audio>"	名前からして、外国人だと分かる。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-154_option_D.mp3""></audio>"	D	名前からして、外国人だと分かる。	不知道他是否会来。	A. 错误：后项不是判断内容。<br>B. 错误：应使用「からして」。<br>C. 错误：前后顺序和结构错误。<br>D. 正确：「からして」表示单从某一点来看就能判断。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-11.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-155	N3	～ からすると/からすれば	[sound:jp-grammar-quality-mcq-155_grammar.mp3]	从...来看	表示以某信息、立场或情况为依据进行判断。	普通形 + か	専門家について、この方法は危険だ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-155_option_A.mp3""></audio>"	専門家からすると、この方法は危険だ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-155_option_B.mp3""></audio>"	専門家に対して、この方法は危険だ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-155_option_C.mp3""></audio>"	この方法は危険だからすると、専門家。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-155_option_D.mp3""></audio>"	B	専門家からすると、この方法は危険だ。	不知道他是否会来。	A. 错误：「について」表示话题，不表示判断立场。<br>B. 正确：表示从某立场或角度来看。<br>C. 错误：「に対して」表示对象，不表示观点来源。<br>D. 错误：结构顺序错误。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-11.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-156	N3	～ にかけて	[sound:jp-grammar-quality-mcq-156_grammar.mp3]	在...方面	表示在某方面特别优秀、突出或值得评价。	普通形 + か	料理の味をかけては、この店が一番だ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-156_option_A.mp3""></audio>"	料理の味にかけてはです。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-156_option_B.mp3""></audio>"	料理の味にかけては、この店が一番だ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-156_option_C.mp3""></audio>"	料理の味にかけては、駅へ行きます。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-156_option_D.mp3""></audio>"	C	料理の味にかけては、この店が一番だ。	不知道他是否会来。	A. 错误：应使用「にかけては」，不能用「を」。<br>B. 错误：后项缺少评价判断。<br>C. 正确：「にかけては」表示在某方面评价特别突出。<br>D. 错误：后项不是评价内容。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-12.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-157	N3	～ から見ると/から見れば/から見て	[sound:jp-grammar-quality-mcq-157_grammar.mp3]	从...来看	表示从某个角度观察或判断。	普通形 + か	この方法は危険だからすると、専門家。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-157_option_A.mp3""></audio>"	専門家について、この方法は危険だ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-157_option_B.mp3""></audio>"	専門家からすると、この方法は危険だ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-157_option_C.mp3""></audio>"	専門家に対して、この方法は危険だ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-157_option_D.mp3""></audio>"	C	専門家からすると、この方法は危険だ。	不知道他是否会来。	A. 错误：结构顺序错误。<br>B. 错误：「について」表示话题，不表示判断立场。<br>C. 正确：表示从某立场或角度来看。<br>D. 错误：「に対して」表示对象，不表示观点来源。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-12.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-158	N3	～ がる	[sound:jp-grammar-quality-mcq-158_grammar.mp3]	表现出...的样子	用于第三人称表现出的感情或感觉。	い形容詞語幹 / な形容詞語幹 + がる	「学生」は（な形容詞）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-158_option_A.mp3""></audio>"	「おいしい」は（な形容詞）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-158_option_B.mp3""></audio>"	「行く」は（な形容詞）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-158_option_C.mp3""></audio>"	「静か」は（な形容詞）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-158_option_D.mp3""></audio>"	D	「静か」は（な形容詞）です。	弟弟表现得害怕狗。	A. 错误：「学生」是名词。<br>B. 错误：「おいしい」是い形容词。<br>C. 错误：「行く」是动词。<br>D. 正确：「静か」は修饰名词时接「な」，属于な形容词。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-12.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-159	N3	～ 代わりに	[sound:jp-grammar-quality-mcq-159_grammar.mp3]	代替；作为交换	表示替代前项，或用后项作为补偿、交换。	普通形 / 名詞の + わりに	兄の代わりに、私が会議に出た。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-159_option_A.mp3""></audio>"	兄のために、私が会議に出た。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-159_option_B.mp3""></audio>"	兄の代わりで、私が会議に出た。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-159_option_C.mp3""></audio>"	私が会議に出た代わりに兄。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-159_option_D.mp3""></audio>"	A	兄の代わりに、私が会議に出た。	按价格来说，质量不错。	A. 正确：「代わりに」表示代替或交换。<br>B. 错误：「ために」表示目的或利益，不一定表示代替。<br>C. 错误：这里自然说「代わりに」。<br>D. 错误：后项结构不完整。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-12.png	jp_grammar quality_mcq nanami N3
JP-GRAMMAR-QUALITY-MCQ-160	N3	～ 気味	[sound:jp-grammar-quality-mcq-160_grammar.mp3]	有点...	表示稍微带有某种不太好的倾向。	接续：～ 気味。按原书条目和句中词形使用。	今日は元気気味だ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-160_option_A.mp3""></audio>"	今日は少し風邪の気味する。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-160_option_B.mp3""></audio>"	今日は少し風邪気味だ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-160_option_C.mp3""></audio>"	今日は風邪気味に寝た。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-160_option_D.mp3""></audio>"	C	今日は少し風邪気味だ。	这句话用于确认“～ 気味”的用法。	A. 错误：「気味」多用于不太好的倾向。<br>B. 错误：接续和句尾都不自然。<br>C. 正确：「気味」表示有点某种倾向或状态。<br>D. 错误：「気味に」不能这样修饰动作。	日语蓝宝书_N3 / 日语蓝宝书_N3__part_01-12.png	jp_grammar quality_mcq nanami N3
