#separator:tab
#html:true
#deck:JP Grammar Minna Quality MCQ Nanami
CardID	Level	GrammarPoint	GrammarAudio	MeaningCN	ExplanationCN	Connection	OptionA	OptionAAudio	OptionB	OptionBAudio	OptionC	OptionCAudio	OptionD	OptionDAudio	CorrectOption	CorrectExample	CorrectExampleCN	Rationale	Source	Tags
JP-GRAMMAR-QUALITY-MCQ-417	Minna	～ 罐、瓶、塑料瓶等	[sound:jp-grammar-quality-mcq-417_grammar.mp3]	表示「罐、瓶、塑料瓶等」这一语法形式或助词用法	用于练习「～ 罐、瓶、塑料瓶等」在句中的形式和基本功能；具体语义需结合前后文判断。	接续：～ 罐、瓶、塑料瓶等。按原书条目和句中词形使用。	「罐、瓶、塑料瓶等」は、必ず過去形だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-417_option_A.mp3""></audio>"	「罐、瓶、塑料瓶等」は、必ず命令文だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-417_option_B.mp3""></audio>"	「罐、瓶、塑料瓶等」は、このカードで確認する表現です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-417_option_C.mp3""></audio>"	「罐、瓶、塑料瓶等」は、必ず名詞だけに接続します。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-417_option_D.mp3""></audio>"	C	「罐、瓶、塑料瓶等」は、このカードで確認する表現です。	这句话用于确认“～ 罐、瓶、塑料瓶等”的用法。	A. 错误：无法从源条目断定它只接过去形。<br>B. 错误：无法从源条目断定它只用于命令文。<br>C. 正确：源条目无法稳定解析时，只确认目标表达「罐、瓶、塑料瓶等」本身。<br>D. 错误：无法从源条目断定它只接名词。	大家的日语（第二版）初级2学习辅导书3A出版社 / 大家的日语（第二版）初级2学习辅导书3A出版社__part_02-08.png	jp_grammar quality_mcq nanami Minna
JP-GRAMMAR-QUALITY-MCQ-418	Minna	～ 教室宴会斤人(「ひと」的尊敬語)～ 后(指時詞上)	[sound:jp-grammar-quality-mcq-418_grammar.mp3]	表示「教室宴会斤人(「ひと」的尊敬語)～ 后(指時詞上)」这一语法形式或助词用法	用于练习「～ 教室宴会斤人(「ひと」的尊敬語)～ 后(指時詞上)」在句中的形式和基本功能；具体语义需结合前后文判断。	接续：～ 教室宴会斤人(「ひと」的尊敬語)～ 后(指時詞上)。按原书条目和句中词形使用。	「教室宴会斤人(「ひと」的尊敬語)～ 后(指時詞上)」は、必ず過去形だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-418_option_A.mp3""></audio>"	「教室宴会斤人(「ひと」的尊敬語)～ 后(指時詞上)」は、このカードで確認する表現です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-418_option_B.mp3""></audio>"	「教室宴会斤人(「ひと」的尊敬語)～ 后(指時詞上)」は、必ず名詞だけに接続します。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-418_option_C.mp3""></audio>"	「教室宴会斤人(「ひと」的尊敬語)～ 后(指時詞上)」は、必ず命令文だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-418_option_D.mp3""></audio>"	B	「教室宴会斤人(「ひと」的尊敬語)～ 后(指時詞上)」は、このカードで確認する表現です。	这句话用于确认“～ 教室宴会斤人(「ひと」的尊敬語)～ 后(指時詞上)”的用法。	A. 错误：无法从源条目断定它只接过去形。<br>B. 正确：源条目无法稳定解析时，只确认目标表达「教室宴会斤人(「ひと」的尊敬語)～ 后(指時詞上)」本身。<br>C. 错误：无法从源条目断定它只接名词。<br>D. 错误：无法从源条目断定它只用于命令文。	大家的日语（第二版）初级2学习辅导书3A出版社 / 大家的日语（第二版）初级2学习辅导书3A出版社__part_02-09.png	jp_grammar quality_mcq nanami Minna
JP-GRAMMAR-QUALITY-MCQ-419	Minna	～ きようしつ/ヾ 一丁イ	[sound:jp-grammar-quality-mcq-419_grammar.mp3]	表示「きようしつ」这一语法形式或助词用法	用于练习「～ きようしつ/ヾ 一丁イ」在句中的形式和基本功能；具体语义需结合前后文判断。	接续：～ きようしつ/ヾ 一丁イ。按原书条目和句中词形使用。	「きようしつ」は、必ず過去形だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-419_option_A.mp3""></audio>"	「きようしつ」は、必ず命令文だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-419_option_B.mp3""></audio>"	「きようしつ」は、このカードで確認する表現です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-419_option_C.mp3""></audio>"	「きようしつ」は、必ず名詞だけに接続します。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-419_option_D.mp3""></audio>"	C	「きようしつ」は、このカードで確認する表現です。	这句话用于确认“～ きようしつ/ヾ 一丁イ”的用法。	A. 错误：无法从源条目断定它只接过去形。<br>B. 错误：无法从源条目断定它只用于命令文。<br>C. 正确：源条目无法稳定解析时，只确认目标表达「きようしつ」本身。<br>D. 错误：无法从源条目断定它只接名词。	大家的日语（第二版）初级2学习辅导书3A出版社 / 大家的日语（第二版）初级2学习辅导书3A出版社__part_02-09.png	jp_grammar quality_mcq nanami Minna
JP-GRAMMAR-QUALITY-MCQ-420	Minna	～ 教室ほかのはっきリ	[sound:jp-grammar-quality-mcq-420_grammar.mp3]	是否；或者；疑问	表示疑问、不确定或选择。	普通形 + か	彼が来る（か）分かりません。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-420_option_A.mp3""></audio>"	彼が来た（か）、うれしいです。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-420_option_B.mp3""></audio>"	彼が来る（か）行きます。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-420_option_C.mp3""></audio>"	彼が来る（か）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-420_option_D.mp3""></audio>"	A	彼が来る（か）分かりません。	不知道他是否会来。	A. 正确：か 在从句中表示疑问或不确定。<br>B. 错误：这里是原因或事实感想，不是疑问内容。<br>C. 错误：后项不是认知动词，疑问从句连接不自然。<br>D. 错误：句尾结构不完整，不能这样收句。	大家的日语（第二版）初级2学习辅导书3A出版社 / 大家的日语（第二版）初级2学习辅导书3A出版社__part_02-09.png	jp_grammar quality_mcq nanami Minna
JP-GRAMMAR-QUALITY-MCQ-421	Minna	～ を . します:錏驗)	[sound:jp-grammar-quality-mcq-421_grammar.mp3]	表示「を . します:錏驗)」这一语法形式或助词用法	用于练习「～ を . します:錏驗)」在句中的形式和基本功能；具体语义需结合前后文判断。	接续：～ を . します:錏驗)。按原书条目和句中词形使用。	「を . します:錏驗)」は、必ず過去形だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-421_option_A.mp3""></audio>"	「を . します:錏驗)」は、必ず命令文だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-421_option_B.mp3""></audio>"	「を . します:錏驗)」は、このカードで確認する表現です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-421_option_C.mp3""></audio>"	「を . します:錏驗)」は、必ず名詞だけに接続します。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-421_option_D.mp3""></audio>"	C	「を . します:錏驗)」は、このカードで確認する表現です。	这句话用于确认“～ を . します:錏驗)”的用法。	A. 错误：无法从源条目断定它只接过去形。<br>B. 错误：无法从源条目断定它只用于命令文。<br>C. 正确：源条目无法稳定解析时，只确认目标表达「を . します:錏驗)」本身。<br>D. 错误：无法从源条目断定它只接名词。	大家的日语（第二版）初级2学习辅导书3A出版社 / 大家的日语（第二版）初级2学习辅导书3A出版社__part_02-13.png	jp_grammar quality_mcq nanami Minna
JP-GRAMMAR-QUALITY-MCQ-422	Minna	～ 家(接尾詞 , 表示々冂研究某一学	[sound:jp-grammar-quality-mcq-422_grammar.mp3]	表示「家(接尾詞 , 表示々冂研究某一学」这一语法形式或助词用法	用于练习「～ 家(接尾詞 , 表示々冂研究某一学」在句中的形式和基本功能；具体语义需结合前后文判断。	接续：～ 家(接尾詞 , 表示々冂研究某一学。按原书条目和句中词形使用。	「家(接尾詞 , 表示々冂研究某一学」は、必ず命令文だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-422_option_A.mp3""></audio>"	「家(接尾詞 , 表示々冂研究某一学」は、このカードで確認する表現です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-422_option_B.mp3""></audio>"	「家(接尾詞 , 表示々冂研究某一学」は、必ず過去形だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-422_option_C.mp3""></audio>"	「家(接尾詞 , 表示々冂研究某一学」は、必ず名詞だけに接続します。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-422_option_D.mp3""></audio>"	B	「家(接尾詞 , 表示々冂研究某一学」は、このカードで確認する表現です。	这句话用于确认“～ 家(接尾詞 , 表示々冂研究某一学”的用法。	A. 错误：无法从源条目断定它只用于命令文。<br>B. 正确：源条目无法稳定解析时，只确认目标表达「家(接尾詞 , 表示々冂研究某一学」本身。<br>C. 错误：无法从源条目断定它只接过去形。<br>D. 错误：无法从源条目断定它只接名词。	大家的日语（第二版）初级2学习辅导书3A出版社 / 大家的日语（第二版）初级2学习辅导书3A出版社__part_02-13.png	jp_grammar quality_mcq nanami Minna
JP-GRAMMAR-QUALITY-MCQ-423	Minna	～ 机(接尾詞 , 表示某神机械)	[sound:jp-grammar-quality-mcq-423_grammar.mp3]	表示「机(接尾詞 , 表示某神机械)」这一语法形式或助词用法	用于练习「～ 机(接尾詞 , 表示某神机械)」在句中的形式和基本功能；具体语义需结合前后文判断。	接续：～ 机(接尾詞 , 表示某神机械)。按原书条目和句中词形使用。	「机(接尾詞 , 表示某神机械)」は、必ず名詞だけに接続します。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-423_option_A.mp3""></audio>"	「机(接尾詞 , 表示某神机械)」は、このカードで確認する表現です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-423_option_B.mp3""></audio>"	「机(接尾詞 , 表示某神机械)」は、必ず過去形だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-423_option_C.mp3""></audio>"	「机(接尾詞 , 表示某神机械)」は、必ず命令文だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-423_option_D.mp3""></audio>"	B	「机(接尾詞 , 表示某神机械)」は、このカードで確認する表現です。	这句话用于确认“～ 机(接尾詞 , 表示某神机械)”的用法。	A. 错误：无法从源条目断定它只接名词。<br>B. 正确：源条目无法稳定解析时，只确认目标表达「机(接尾詞 , 表示某神机械)」本身。<br>C. 错误：无法从源条目断定它只接过去形。<br>D. 错误：无法从源条目断定它只用于命令文。	大家的日语（第二版）初级2学习辅导书3A出版社 / 大家的日语（第二版）初级2学习辅导书3A出版社__part_02-13.png	jp_grammar quality_mcq nanami Minna
JP-GRAMMAR-QUALITY-MCQ-424	Minna	～ 側ポケット網棚	[sound:jp-grammar-quality-mcq-424_grammar.mp3]	表示「側ポケット網棚」这一语法形式或助词用法	用于练习「～ 側ポケット網棚」在句中的形式和基本功能；具体语义需结合前后文判断。	接续：～ 側ポケット網棚。按原书条目和句中词形使用。	「側ポケット網棚」は、必ず名詞だけに接続します。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-424_option_A.mp3""></audio>"	「側ポケット網棚」は、必ず命令文だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-424_option_B.mp3""></audio>"	「側ポケット網棚」は、必ず過去形だけで使います。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-424_option_C.mp3""></audio>"	「側ポケット網棚」は、このカードで確認する表現です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-424_option_D.mp3""></audio>"	D	「側ポケット網棚」は、このカードで確認する表現です。	这句话用于确认“～ 側ポケット網棚”的用法。	A. 错误：无法从源条目断定它只接名词。<br>B. 错误：无法从源条目断定它只用于命令文。<br>C. 错误：无法从源条目断定它只接过去形。<br>D. 正确：源条目无法稳定解析时，只确认目标表达「側ポケット網棚」本身。	大家的日语（第二版）初级2学习辅导书3A出版社 / 大家的日语（第二版）初级2学习辅导书3A出版社__part_02-18.png	jp_grammar quality_mcq nanami Minna
JP-GRAMMAR-QUALITY-MCQ-425	Minna	～ の方西倒れます II	[sound:jp-grammar-quality-mcq-425_grammar.mp3]	名词化；所属；说明	可表示所属、名词化，或替代前面提到的名词。	普通形 + の	この漢字の読む方を教えてください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-425_option_A.mp3""></audio>"	この漢字の読み方を教えてください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-425_option_B.mp3""></audio>"	この漢字の読み方です教えてください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-425_option_C.mp3""></audio>"	この漢字の読みためを教えてください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-425_option_D.mp3""></audio>"	B	この漢字の読み方を教えてください。	我喜欢跑步。	A. 错误：「方」前接ます形词干。<br>B. 正确：「方」接ます形词干，表示做法。<br>C. 错误：句中结构错误。<br>D. 错误：「ため」表示目的或原因。	大家的日语（第二版）初级2学习辅导书3A出版社 / 大家的日语（第二版）初级2学习辅导书3A出版社__part_02-18.png	jp_grammar quality_mcq nanami Minna
JP-GRAMMAR-QUALITY-MCQ-426	Minna	～ 面、～ 方	[sound:jp-grammar-quality-mcq-426_grammar.mp3]	表示「面、～ 方」这一语法形式或助词用法	用于练习「～ 面、～ 方」在句中的形式和基本功能；具体语义需结合前后文判断。	接续：～ 面、～ 方。按原书条目和句中词形使用。	この漢字の読み方です教えてください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-426_option_A.mp3""></audio>"	この漢字の読む方を教えてください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-426_option_B.mp3""></audio>"	この漢字の読み方を教えてください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-426_option_C.mp3""></audio>"	この漢字の読みためを教えてください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-426_option_D.mp3""></audio>"	C	この漢字の読み方を教えてください。	这句话用于确认“～ 面、～ 方”的用法。	A. 错误：句中结构错误。<br>B. 错误：「方」前接ます形词干。<br>C. 正确：「方」接ます形词干，表示做法。<br>D. 错误：「ため」表示目的或原因。	大家的日语（第二版）初级2学习辅导书3A出版社 / 大家的日语（第二版）初级2学习辅导书3A出版社__part_02-18.png	jp_grammar quality_mcq nanami Minna
