#separator:tab
#html:true
#deck:JP Grammar N2 Quality MCQ Nanami
CardID	Level	GrammarPoint	GrammarAudio	MeaningCN	ExplanationCN	Connection	OptionA	OptionAAudio	OptionB	OptionBAudio	OptionC	OptionCAudio	OptionD	OptionDAudio	CorrectOption	CorrectExample	CorrectExampleCN	Rationale	Source	Tags
JP-GRAMMAR-QUALITY-MCQ-14	N2	～ おかげで/おかげだ	[sound:jp-grammar-quality-mcq-14_grammar.mp3]	多亏；幸亏	表示由于前项原因而得到好的结果，有时也可反讽。	動詞普通形 / い形容詞 / な形容詞+な / 名詞+の + おかげで	先生の（おかげに）、試験に合格できました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-14_option_A.mp3""></audio>"	先生（おかげで）、試験に合格できました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-14_option_B.mp3""></audio>"	先生を（おかげで）、試験に合格できました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-14_option_C.mp3""></audio>"	先生の（おかげで）、試験に合格できました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-14_option_D.mp3""></audio>"	D	先生の（おかげで）、試験に合格できました。	多亏老师，我通过了考试。	A. 错误：表示原因结果时用おかげで。<br>B. 错误：名词后需要の。<br>C. 错误：不能用を连接おかげで。<br>D. 正确：名词接の，后项是好的结果。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-15	N2	～ 恐れがある	[sound:jp-grammar-quality-mcq-15_grammar.mp3]	有...的恐怕/可能	表示可能发生不好的事情，语气较正式。	動詞辞書形 / 名詞+の + 恐れがある	台風で電車が止まる（恐れがいる）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-15_option_A.mp3""></audio>"	台風で電車が止まった（恐れがある）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-15_option_B.mp3""></audio>"	台風で電車が止まる（恐れがある）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-15_option_C.mp3""></audio>"	台風で電車が止まる（恐れをある）。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-15_option_D.mp3""></audio>"	C	台風で電車が止まる（恐れがある）。	由于台风，电车有可能停运。	A. 错误：不能把ある换成いる。<br>B. 错误：表示将来可能发生时通常接辞书形。<br>C. 正确：前面接动词辞书形，表示不好的可能性。<br>D. 错误：固定形式是恐れがある。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-16	N2	～ 甲斐がある/甲斐がない/甲斐もなく .	[sound:jp-grammar-quality-mcq-16_grammar.mp3]	值得；有无效果	表示付出的努力、行为是否有价值或相应结果。	名詞 + が / 普通形 + が	苦労するかいがあって、試験に合格した。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-16_option_A.mp3""></audio>"	苦労したかいがあって、試験に合格した。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-16_option_B.mp3""></audio>"	苦労したかいがない、試験に合格した。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-16_option_C.mp3""></audio>"	苦労したかいで、試験に合格した。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-16_option_D.mp3""></audio>"	B	苦労したかいがあって、試験に合格した。	价格高，但是质量好。	A. 错误：这里通常说已付出的努力「苦労したかい」。<br>B. 正确：「かいがある」表示努力有价值、有成果。<br>C. 错误：「かいがない」表示没有效果，和合格矛盾。<br>D. 错误：固定搭配是「かいがあって」。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-17	N2	～ がきっかけで/がきっかけになって/をきっかけに(して)/をきっかけとして	[sound:jp-grammar-quality-mcq-17_grammar.mp3]	以...为契机	表示某事成为后项行为、变化或认识的起点。	名詞 + として	日本語をきっかけに、留学を勉強し始めた。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-17_option_A.mp3""></audio>"	留学がきっかけに、日本語を勉強し始めた。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-17_option_B.mp3""></audio>"	留学をきっかけに、日本語を勉強し始めた。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-17_option_C.mp3""></audio>"	留学をきっかけで、日本語を勉強し始めた。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-17_option_D.mp3""></audio>"	C	留学をきっかけに、日本語を勉強し始めた。	他作为代表出席了会议。	A. 错误：契机和后项关系颠倒，语义不成立。<br>B. 错误：「がきっかけで」可以，但「がきっかけに」不自然。<br>C. 正确：「をきっかけに」表示以某事为契机。<br>D. 错误：名词后常用「をきっかけに/として」，不是「をきっかけで」。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-18	N2	～ が契機で/が契機になって/を契機に(して)/を契機として	[sound:jp-grammar-quality-mcq-18_grammar.mp3]	以...为契机	表示某事成为后项变化或行动的起点。	名詞 + として	留学をきっかけに、日本語を勉強し始めた。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-18_option_A.mp3""></audio>"	留学がきっかけに、日本語を勉強し始めた。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-18_option_B.mp3""></audio>"	留学をきっかけで、日本語を勉強し始めた。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-18_option_C.mp3""></audio>"	日本語をきっかけに、留学を勉強し始めた。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-18_option_D.mp3""></audio>"	A	留学をきっかけに、日本語を勉強し始めた。	他作为代表出席了会议。	A. 正确：「をきっかけに」表示以某事为契机。<br>B. 错误：「がきっかけで」可以，但「がきっかけに」不自然。<br>C. 错误：名词后常用「をきっかけに/として」，不是「をきっかけで」。<br>D. 错误：契机和后项关系颠倒，语义不成立。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-19	N2	～ 限り(は)/限りでは/ない限り	[sound:jp-grammar-quality-mcq-19_grammar.mp3]	只要；据...范围	可表示条件范围、持续范围或根据某信息判断。	接续：～ 限り(は)/限りでは/ない限り。按原书条目和句中词形使用。	時間がないのに（限り(は)）、行きました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-19_option_A.mp3""></audio>"	昨日時間があった（限り(は)）、一緒に行きました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-19_option_B.mp3""></audio>"	時間がある（限り(は)）、一緒に行きましょう。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-19_option_C.mp3""></audio>"	時間がある（限り(は)）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-19_option_D.mp3""></audio>"	C	時間がある（限り(は)）、一緒に行きましょう。	这句话用于确认“～ 限り(は)/限りでは/ない限り”的用法。	A. 错误：逆接内容里再接目标表达不自然。<br>B. 错误：已发生事实不适合这种条件用法。<br>C. 正确：限り(は) 用于提出条件。<br>D. 错误：后项缺少在条件下成立的内容。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-20	N2	～ かけだ/かけの/かける	[sound:jp-grammar-quality-mcq-20_grammar.mp3]	刚做到一半；快要...	表示动作开始后尚未完成的状态。	普通形 + か	この本はまだ読むかけです。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-20_option_A.mp3""></audio>"	この本はまだ読みかけです。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-20_option_B.mp3""></audio>"	この本は読み終わりかけです。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-20_option_C.mp3""></audio>"	この本は読みかけました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-20_option_D.mp3""></audio>"	B	この本はまだ読みかけです。	不知道他是否会来。	A. 错误：「かけ」前接动词ます形词干。<br>B. 正确：「かけ」表示动作做到一半或即将发生。<br>C. 错误：语义混乱，读完和做到一半冲突。<br>D. 错误：「かけ」作名词性表达时这里应用「読みかけです」。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-21	N2	～ がたい	[sound:jp-grammar-quality-mcq-21_grammar.mp3]	难以...	表示从心理或事实角度很难做到。	人を表す名詞 + がた	その話は信じがたいでする。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-21_option_A.mp3""></audio>"	その話は信じるがたい。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-21_option_B.mp3""></audio>"	その話は信じにくいがたい。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-21_option_C.mp3""></audio>"	その話は信じがたい。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-21_option_D.mp3""></audio>"	D	その話は信じがたい。	向各位老师商量。	A. 错误：句尾结构错误。<br>B. 错误：「がたい」前接ます形词干。<br>C. 错误：「にくい」和「がたい」不能叠用。<br>D. 正确：「がたい」表示心理上难以做到。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-22	N2	～ がちだ/がちの/がちな	[sound:jp-grammar-quality-mcq-22_grammar.mp3]	容易...；常常...	表示容易出现某种倾向，多用于不好的情况。	名詞 + が / 普通形 + が	彼は約束を忘れがちだ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-22_option_A.mp3""></audio>"	彼は約束を忘れにくいがちだ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-22_option_B.mp3""></audio>"	彼は約束を忘れがちをする。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-22_option_C.mp3""></audio>"	彼は約束を忘れるがちだ。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-22_option_D.mp3""></audio>"	A	彼は約束を忘れがちだ。	价格高，但是质量好。	A. 正确：「がち」表示容易出现某种倾向。<br>B. 错误：「にくい」和「がち」语义冲突。<br>C. 错误：「がち」后不能这样接「をする」。<br>D. 错误：「がち」前接ます形词干。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-11.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-23	N2	～ かというと/かといえば	[sound:jp-grammar-quality-mcq-23_grammar.mp3]	要说是否...的话	用于提出并回答一个判断，常接否定或补充说明。	名詞 + という	田中というから電話がありました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-23_option_A.mp3""></audio>"	田中について人から電話がありました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-23_option_B.mp3""></audio>"	田中という人から電話がありました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-23_option_C.mp3""></audio>"	田中という人です電話がありました。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-23_option_D.mp3""></audio>"	C	田中という人から電話がありました。	有个叫田中的人打来了电话。	A. 错误：后面缺少被说明的名词。<br>B. 错误：「について」表示话题，不表示叫作。<br>C. 正确：「という」用于名称、引用或说明。<br>D. 错误：句中结构错误。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-12.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-24	N2	～ かと思えば	[sound:jp-grammar-quality-mcq-24_grammar.mp3]	刚以为...却；有时...有时...	表示前后情况快速变化，或列举对比性情况。	普通形 + か	値段は高い（かと思えば）高いです。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-24_option_A.mp3""></audio>"	値段は高い（かと思えば）、買いませんでした。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-24_option_B.mp3""></audio>"	値段は高い（かと思えば）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-24_option_C.mp3""></audio>"	値段は高い（かと思えば）、品質はいい。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-24_option_D.mp3""></audio>"	D	値段は高い（かと思えば）、品質はいい。	不知道他是否会来。	A. 错误：前后没有形成反差。<br>B. 错误：后项只是顺接结果，不是转折关系。<br>C. 错误：后项不完整，不能构成转折。<br>D. 正确：かと思えば 表示前后内容转折或让步。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-12.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-25	N2	～ か	[sound:jp-grammar-quality-mcq-25_grammar.mp3]	是否；或者；疑问	表示疑问、不确定或选择。	普通形 + か	彼が来る（を）分かりません。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-25_option_A.mp3""></audio>"	彼が来る（ので）分かりません。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-25_option_B.mp3""></audio>"	彼が来る（が）分かりません。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-25_option_C.mp3""></audio>"	彼が来る（か）分かりません。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-25_option_D.mp3""></audio>"	D	彼が来る（か）分かりません。	不知道他是否会来。	A. 错误：「を」不能放在从句末表示疑问。<br>B. 错误：「ので」表示原因，不表示是否。<br>C. 错误：「が」不能在这里标记疑问内容。<br>D. 正确：「か」放在从句中表示疑问或不确定。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-12.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-26	N2	～ ないかのうちに	[sound:jp-grammar-quality-mcq-26_grammar.mp3]	刚...就...	表示前项刚发生或尚未完全结束时，后项紧接着发生。	普通形 + か	試験を受けるための（ないかのうちに）、学生証を見せてください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-26_option_A.mp3""></audio>"	学生証の（ないかのうちに）、試験を受けます。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-26_option_B.mp3""></audio>"	試験の（ないかのうちに）、学生証を見せてください。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-26_option_C.mp3""></audio>"	試験が終わった（ないかのうちに）です。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-26_option_D.mp3""></audio>"	C	試験の（ないかのうちに）、学生証を見せてください。	不知道他是否会来。	A. 错误：前项已经是目的结构，再接该表达不自然。<br>B. 错误：前后语义关系不成立，不是在说明时间场合。<br>C. 正确：ないかのうちに 表示某个时候或场合。<br>D. 错误：后项结构不完整，不能这样收句。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-12.png	jp_grammar quality_mcq nanami N2
JP-GRAMMAR-QUALITY-MCQ-27	N2	～ か何か	[sound:jp-grammar-quality-mcq-27_grammar.mp3]	...之类的	表示不确定地举出一个例子。	普通形 + か	お茶か何か飲みませんか。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-27_option_A.mp3""></audio>"	お茶を何か飲みませんか。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-27_option_B.mp3""></audio>"	お茶か何かを飲みましたか何か。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-27_option_C.mp3""></audio>"	お茶か何かです飲みませんか。	"<audio controls preload=""none"" src=""jp-grammar-quality-mcq-27_option_D.mp3""></audio>"	A	お茶か何か飲みませんか。	不知道他是否会来。	A. 正确：「か何か」表示举出一个不确定的例子。<br>B. 错误：这里要用「名詞+か何か」。<br>C. 错误：「か何か」不能这样重复放在句尾。<br>D. 错误：接续不自然。	日语蓝宝书_N2 / 日语蓝宝书_N2__part_01-12.png	jp_grammar quality_mcq nanami N2
